# time (s), ax(cm/s^2), ay(cm/s^2), az(cm/s^2), distF (mm), distL (mm), distR (mm)
5.15,-83.59,34.38,28.56,28.20,14.90,6.10
5.22,-87.35,31.49,31.56,27.30,15.70,6.10
5.28,-87.34,34.08,34.05,28.30,15.40,6.60
5.35,-93.79,42.05,37.82,28.30,16.20,7.30
5.47,-83.75,25.54,43.10,26.00,18.20,10.80
5.54,-83.83,31.76,45.84,24.20,17.60,11.80
5.60,-79.80,38.85,41.17,25.20,15.50,10.70
5.67,-83.26,34.65,42.16,23.70,15.60,7.60
5.79,-82.90,34.99,38.79,24.50,14.50,7.70
5.86,-84.44,36.91,37.91,27.00,14.30,8.70
5.92,-81.54,41.75,34.44,27.40,14.30,10.80
6.05,-85.00,36.72,34.99,29.10,14.70,13.40
6.11,-89.28,34.48,36.13,29.00,15.60,10.90
6.17,-85.10,26.78,37.55,26.00,18.30,7.00
6.24,-89.08,29.25,27.54,25.40,20.50,7.30
6.37,-86.84,28.33,36.33,25.80,19.00,7.80
6.43,-86.69,33.63,33.89,25.90,16.50,8.60
6.49,-86.76,32.34,33.66,26.40,17.30,7.70
6.56,-87.74,29.77,34.14,25.20,18.00,6.00
6.69,-87.63,29.35,34.59,25.30,18.50,5.30
6.75,-88.50,32.12,32.63,26.10,16.60,6.10
6.81,-86.01,35.74,30.52,28.10,16.00,6.10
6.88,-84.86,39.09,31.35,25.80,14.80,6.70
7.01,-85.13,38.14,30.83,27.60,13.90,6.40
7.07,-84.65,40.64,28.23,28.20,13.40,5.90
7.13,-86.59,41.56,26.52,29.20,12.90,5.60
7.20,-84.82,42.73,24.98,28.80,13.50,5.40
7.32,-83.33,39.82,27.61,27.70,15.10,5.60
7.39,-85.15,35.85,32.12,26.40,15.10,5.60
7.45,-84.61,35.92,33.44,25.40,16.10,5.50
7.51,-86.47,38.13,30.88,26.70,15.20,5.70
7.64,-84.67,36.63,33.75,25.40,14.70,5.00
7.71,-84.31,41.06,27.51,25.90,14.40,4.70
7.77,-85.41,37.66,30.31,26.40,14.40,4.30
7.83,-83.80,42.80,30.39,29.60,13.20,7.10
7.96,-79.03,50.01,30.00,120.00,11.70,16.20
8.02,-80.30,46.24,31.35,28.80,12.40,11.30
8.09,-80.77,46.82,30.82,29.70,12.30,9.70
8.15,-82.24,46.03,29.32,29.80,12.10,8.60
8.28,-81.27,47.24,26.42,30.70,11.50,7.90
8.34,-80.46,49.35,23.78,120.00,11.40,9.00
8.41,-81.85,47.16,24.85,31.50,12.40,8.20
8.47,-82.92,46.83,25.18,34.20,12.00,7.70
8.60,-83.37,43.97,26.84,120.00,12.60,7.80
8.66,-83.69,44.98,24.68,31.70,12.30,6.90
8.73,-80.65,52.15,17.13,120.00,10.70,6.60
8.79,-82.64,49.50,18.65,120.00,10.90,5.90
8.92,-82.89,44.23,26.48,35.50,12.90,9.00
8.98,-83.22,44.82,26.14,43.60,13.40,9.40
9.05,-83.89,44.13,26.65,30.10,12.90,9.90
9.11,-82.27,46.47,24.01,36.50,12.40,9.10
9.24,-83.54,46.67,22.17,35.10,12.10,6.80
9.30,-84.11,46.17,20.97,34.10,12.40,6.80
9.37,-83.94,48.89,18.04,30.70,11.70,6.30
9.43,-83.83,44.70,21.72,33.80,12.70,6.80
9.56,-83.23,47.28,21.20,120.00,12.30,7.80
9.62,-81.90,49.06,20.84,35.10,11.90,7.80
9.69,-83.95,46.46,21.51,120.00,12.10,6.50
9.75,-84.97,46.41,19.70,40.20,12.50,5.60
9.88,-83.92,44.93,20.39,33.00,13.00,4.90
9.94,-84.33,45.03,19.51,35.90,12.80,5.10
10.00,-83.01,46.58,21.09,27.70,13.00,5.20
10.07,-83.48,47.13,28.20,28.40,13.00,7.50
10.20,-84.46,39.76,44.05,18.30,12.90,16.30
10.26,-79.94,43.23,47.80,11.40,13.00,23.80
10.32,-79.12,44.01,45.76,12.00,11.70,11.50
10.39,-77.52,43.58,43.75,12.70,12.00,10.10
10.51,-79.11,41.89,41.41,15.10,12.60,8.80
10.58,-81.88,37.77,37.49,19.10,13.10,6.20
10.64,-82.93,40.60,38.01,23.30,13.70,5.40
10.71,-83.33,37.05,35.94,23.40,13.50,5.10
10.83,-82.03,45.21,34.59,27.10,13.40,4.90
10.90,-83.69,39.84,31.65,29.00,13.80,5.20
10.96,-87.84,34.32,29.60,29.40,14.10,4.80
11.02,-90.18,29.79,27.53,31.20,14.90,4.60
11.15,-89.11,36.65,26.56,29.00,13.70,5.20
11.22,-87.22,35.96,27.79,32.90,12.70,6.60
11.28,-85.30,39.64,25.45,30.10,12.10,4.90
11.34,-75.85,55.15,23.51,31.50,12.30,4.90
11.47,-87.92,35.93,31.09,27.00,12.80,4.70
11.54,-85.67,40.01,25.91,28.70,12.20,4.80
11.60,-82.51,45.26,24.11,49.40,11.00,4.80
11.66,-84.67,44.26,25.10,38.90,11.30,5.30
11.79,-85.06,41.69,25.41,32.00,11.40,5.60
11.85,-86.41,40.79,25.21,32.70,11.80,5.00
11.92,-91.72,36.01,25.51,120.00,11.20,4.50
11.98,-79.55,52.12,20.92,50.60,8.20,7.10
12.11,-78.53,54.82,19.77,120.00,7.50,7.50
12.17,-79.45,54.51,20.57,120.00,8.10,6.50
12.24,-80.04,53.59,21.15,120.00,7.60,6.70
12.30,-82.51,52.62,18.89,120.00,8.20,6.50
12.43,-75.99,57.15,14.44,120.00,7.60,7.30
12.49,-81.57,47.64,15.58,120.00,8.40,4.80
12.55,-83.09,50.35,8.84,120.00,9.20,4.00
12.62,-84.06,48.74,9.73,120.00,8.80,4.20
12.75,-85.28,44.25,13.01,120.00,9.40,3.80
12.81,-82.88,52.55,10.95,120.00,9.20,4.70
12.87,-81.63,54.49,9.50,120.00,8.60,5.50
12.93,-80.51,54.26,14.36,120.00,9.10,5.90
13.06,-83.08,48.06,15.28,120.00,9.60,4.40
13.13,-83.31,47.61,16.25,120.00,9.20,4.70
13.19,-81.85,50.38,12.62,120.00,8.00,5.80
13.25,-75.94,62.20,12.03,120.00,5.80,10.00
13.38,-76.44,58.64,14.15,120.00,6.60,8.30
13.44,-71.88,62.62,10.69,120.00,7.70,8.00
13.51,-77.63,51.88,14.76,120.00,8.30,5.20
13.57,-83.13,53.07,15.85,120.00,8.60,4.30
13.70,-75.93,58.95,13.94,120.00,8.20,6.00
13.76,-77.70,60.22,13.09,95.10,7.60,7.80
13.83,-78.55,57.46,10.88,120.00,7.80,7.30
13.89,-77.75,56.95,9.94,120.00,7.70,5.60
14.02,-78.49,58.26,8.31,120.00,7.50,6.00
14.08,-77.56,48.58,6.57,120.00,8.80,4.40
14.15,-83.58,47.22,11.09,11.60,8.50,4.20
14.21,-74.91,59.64,10.85,120.00,7.90,6.90
14.34,-77.07,60.29,9.30,120.00,6.90,8.80
14.40,-78.13,59.41,10.10,120.00,7.10,8.00
14.46,-77.16,58.70,10.36,120.00,7.60,7.10
14.53,-77.56,58.09,10.11,120.00,7.70,5.60
14.66,-81.13,52.01,13.04,120.00,7.80,4.20
14.72,-82.45,52.04,11.29,120.00,8.30,4.00
14.78,-79.95,55.46,10.35,120.00,8.10,5.60
14.85,-76.62,59.47,8.75,120.00,7.60,7.60
14.97,-78.22,59.77,8.73,120.00,7.50,6.60
15.04,-80.61,53.56,12.60,107.30,8.20,4.10
15.10,-81.33,53.71,13.74,120.00,8.10,4.70
15.17,-80.12,54.57,14.34,120.00,8.20,4.80
15.29,-69.94,65.36,10.62,120.00,5.40,14.00
15.36,-70.56,70.18,11.14,120.00,4.90,13.70
15.42,-74.30,60.51,12.68,120.00,6.80,8.10
15.48,-77.98,57.46,15.03,120.00,7.30,7.50
15.61,-77.04,57.99,17.08,120.00,7.80,8.70
15.68,-75.15,58.28,18.26,120.00,7.80,10.20
15.74,-68.08,63.56,15.63,120.00,6.20,18.50
15.80,-66.89,71.53,15.03,120.00,2.70,30.80
15.93,-72.43,69.74,18.94,13.90,3.80,19.10
16.00,-68.26,64.24,16.29,11.40,5.30,15.00
16.06,-70.60,63.48,18.54,12.60,5.90,14.30
16.12,-71.77,63.24,21.07,17.00,5.90,14.60
16.25,-74.11,55.62,23.11,15.20,7.90,10.60
16.31,-76.03,55.17,22.41,13.10,8.20,10.20
16.38,-79.99,50.18,19.68,120.00,7.80,8.70
16.44,-77.15,60.25,15.73,120.00,5.30,10.50
16.57,-74.25,63.24,13.42,120.00,3.90,13.60
16.63,-74.11,63.26,11.39,120.00,4.10,10.20
16.70,-74.13,64.33,6.92,120.00,5.10,8.70
16.76,-75.43,61.02,6.44,120.00,4.80,8.80
16.89,-72.63,64.08,13.44,120.00,5.30,15.20
16.95,-72.51,63.20,14.70,120.00,4.40,17.10
17.02,-74.46,62.58,16.02,120.00,4.80,17.10
17.08,-71.24,63.58,16.25,120.00,5.70,15.00
17.21,-70.69,66.45,17.87,14.50,5.70,17.00
17.27,-74.52,62.72,21.03,13.60,5.30,18.30
17.34,-72.78,59.16,18.54,120.00,4.90,17.00
17.40,-80.98,54.93,16.92,15.30,3.60,15.70
17.53,-73.10,61.73,13.07,120.00,3.40,22.90
17.59,-67.00,71.28,14.67,110.10,3.10,36.00
17.65,-70.79,63.26,19.37,120.00,3.90,34.60
17.72,-73.73,60.11,22.53,120.00,4.90,35.30
17.85,-77.48,55.54,22.81,120.00,6.20,33.60
17.91,-79.33,53.23,22.54,29.40,6.00,33.50
17.97,-78.54,54.61,21.51,120.00,5.30,31.90
18.04,-79.75,53.36,21.30,120.00,5.60,33.60
18.16,-79.11,53.98,20.41,120.00,5.80,33.80
18.23,-79.33,54.01,20.25,120.00,5.30,34.20
18.29,-77.25,54.57,17.87,120.00,4.30,33.70
18.36,-75.67,54.48,16.27,120.00,4.90,33.90
18.48,-77.25,57.14,17.96,120.00,5.50,33.50
18.55,-76.45,55.19,19.06,120.00,5.70,34.00
18.61,-70.95,64.15,21.48,120.00,4.30,34.00
18.68,-68.81,64.25,20.78,120.00,4.50,33.50
18.80,-69.93,62.76,18.95,120.00,4.30,29.90
18.87,-68.79,65.17,14.17,120.00,2.90,34.90
18.93,-77.56,58.27,15.96,120.00,6.20,30.60
18.99,-82.03,51.29,17.69,120.00,8.80,21.60
19.12,-88.26,36.88,16.78,120.00,11.00,11.60
19.18,-89.64,36.08,18.21,120.00,11.10,11.70
19.25,-88.97,39.95,19.84,120.00,10.80,12.50
19.31,-91.07,31.13,16.46,120.00,11.60,10.80
19.44,-83.96,44.34,17.28,120.00,8.50,19.20
19.50,-83.72,46.86,17.16,14.70,8.50,19.00
19.63,-85.24,45.92,17.06,120.00,8.50,15.90
19.70,-86.47,43.05,16.31,120.00,8.40,16.90
19.76,-86.30,42.95,16.67,120.00,9.50,17.60
19.82,-87.18,41.40,16.78,120.00,9.30,18.30
19.95,-87.45,41.44,16.53,120.00,9.40,18.10
20.02,-87.12,40.22,15.88,120.00,10.40,21.20
20.08,-89.14,39.39,15.66,120.00,10.60,18.90
20.14,-89.17,38.83,15.78,120.00,10.40,18.80
20.27,-85.78,43.68,15.36,120.00,9.50,22.80
20.33,-86.24,44.08,15.26,120.00,9.60,23.30
20.40,-84.54,47.78,17.16,120.00,8.80,22.40
20.46,-84.64,46.30,17.21,120.00,8.60,22.30
20.59,-83.40,48.22,18.41,120.00,8.10,21.80
20.65,-82.67,50.05,17.66,120.00,7.00,24.70
20.72,-80.15,54.91,21.66,120.00,7.10,27.20
20.78,-85.55,46.69,12.12,120.00,7.20,12.50
20.91,-84.27,46.67,11.55,120.00,5.20,8.70
20.97,-85.24,47.95,10.57,120.00,4.80,8.10
21.04,-85.57,48.59,8.50,120.00,3.80,7.70
21.10,-83.25,51.29,6.56,120.00,3.10,8.70
21.23,-81.01,53.90,6.57,120.00,2.70,10.30
21.29,-80.84,53.09,6.94,120.00,3.30,11.80
21.35,-81.97,54.42,6.65,120.00,3.80,10.00
21.42,-82.89,52.37,5.84,120.00,3.70,8.20
21.55,-85.31,46.77,5.46,120.00,4.10,6.70
21.61,-85.19,47.77,5.58,120.00,4.20,6.90
21.67,-87.02,45.75,5.73,120.00,4.10,8.10
21.74,-84.38,48.38,7.68,120.00,4.90,14.30
21.86,-85.53,46.01,8.51,120.00,5.20,14.30
21.93,-84.59,49.70,9.16,120.00,4.90,14.60
21.99,-84.65,47.64,9.44,120.00,4.80,16.40
22.06,-84.14,48.86,10.25,120.00,5.10,18.90
22.18,-82.17,53.74,10.14,120.00,5.10,23.90
22.25,-84.04,48.47,8.93,120.00,5.50,27.60
22.31,-82.72,51.26,11.00,120.00,6.40,32.30
22.44,-83.12,49.27,14.51,120.00,7.10,31.70
22.50,-83.39,49.48,11.26,120.00,7.10,31.30
22.57,-83.82,48.92,12.34,120.00,8.10,29.50
22.63,-82.54,50.71,15.08,40.70,7.20,29.90
22.76,-85.95,53.30,14.18,120.00,7.60,29.80
22.82,-78.94,55.87,3.56,120.00,9.50,29.80
22.89,-89.28,45.79,11.58,80.80,10.30,30.70
22.95,-89.65,53.91,7.92,120.00,10.50,30.10
23.08,-77.80,38.78,2.50,120.00,14.50,17.40
23.14,-78.12,29.68,27.86,36.60,16.00,25.00
23.21,-82.21,38.67,32.21,120.00,14.90,28.20
23.27,-80.05,37.77,36.24,20.10,15.30,28.30
23.40,-72.93,42.87,35.31,15.40,15.10,30.00
23.46,-80.71,40.42,36.11,51.50,14.20,30.00
23.53,-80.04,50.43,33.25,120.00,13.30,29.60
23.59,-84.69,40.84,31.43,120.00,14.10,27.70
23.72,-84.95,39.15,31.18,120.00,13.90,28.70
23.78,-65.91,52.32,25.56,120.00,9.00,31.10
23.84,-77.37,57.32,21.13,120.00,7.70,31.90
23.91,-75.04,58.98,18.98,0.00,7.00,32.80
24.04,-75.65,58.27,17.36,120.00,6.20,32.20
24.10,-81.29,59.71,18.04,120.00,6.80,32.10
24.16,-75.29,55.29,19.59,120.00,8.80,31.20
24.23,-72.30,60.38,19.63,120.00,7.30,31.60
24.35,-75.95,60.01,17.95,120.00,5.70,32.80
24.42,-76.29,58.53,16.55,120.00,5.90,32.20
24.48,-76.10,62.12,14.43,120.00,5.50,32.40
24.55,-65.93,66.64,15.69,120.00,6.00,33.60
24.67,-64.02,71.14,14.26,120.00,5.70,34.00
24.74,-71.46,67.30,9.89,120.00,5.10,33.80
24.80,-69.79,66.30,9.77,120.00,4.90,33.60
24.86,-70.65,66.52,9.64,120.00,4.80,33.00
24.99,-69.74,66.77,9.86,120.00,5.20,33.20
25.05,-69.78,66.66,9.94,120.00,5.10,33.40
25.12,-67.30,69.31,10.44,120.00,5.10,34.90
25.18,-66.06,70.84,9.83,120.00,5.10,35.30
25.31,-67.06,69.47,10.41,120.00,5.10,35.90
25.37,-69.65,67.88,10.61,120.00,4.70,35.30
25.44,-69.01,66.26,10.65,120.00,5.10,34.50
25.50,-69.28,66.91,10.68,120.00,5.30,35.10
25.63,-66.56,71.34,10.39,120.00,4.70,36.20
25.69,-65.42,70.70,10.73,120.00,4.50,36.90
25.76,-66.33,70.85,11.21,120.00,4.50,35.80
25.82,-69.61,66.14,11.04,120.00,4.80,36.00
25.95,-69.74,66.47,9.94,120.00,5.00,34.60
26.01,-70.37,66.55,10.04,120.00,5.10,35.20
26.07,-69.49,67.40,9.92,6.70,4.70,34.60
26.14,-65.98,69.56,10.39,120.00,5.00,35.40
26.27,-70.39,66.51,10.77,120.00,4.90,34.10
26.33,-70.87,65.00,10.64,120.00,5.10,34.20
26.39,-73.00,64.51,9.12,120.00,5.00,30.50
26.46,-71.84,65.06,8.42,120.00,5.00,31.50
26.58,-72.56,64.17,8.07,120.00,5.10,32.90
26.65,-72.44,64.63,8.86,95.80,5.20,28.70
26.71,-74.49,63.04,8.65,120.00,5.30,29.50
26.77,-72.09,63.48,8.05,120.00,5.00,32.70
26.90,-75.21,62.54,7.94,120.00,5.50,31.70
26.96,-71.14,65.85,8.09,120.00,5.50,33.20
27.03,-72.22,63.84,8.75,120.00,4.80,33.20
27.09,-72.73,64.77,9.14,120.00,5.20,32.60
27.22,-69.93,65.53,8.31,0.00,4.70,34.20
27.28,-71.62,64.58,8.27,120.00,5.70,33.70
27.34,-72.47,64.56,8.62,120.00,5.50,33.60
27.41,-73.48,62.92,8.64,125.20,5.30,33.50
27.54,-76.84,62.60,10.32,120.00,4.90,32.80
27.60,-77.12,58.62,9.53,120.00,4.40,32.00
27.66,-75.72,59.27,9.61,120.00,5.30,32.00
27.73,-77.55,56.60,10.58,120.00,5.00,32.30
27.86,-77.40,58.01,10.86,120.00,4.60,32.00
27.92,-75.27,61.06,10.63,120.00,4.60,32.80
27.98,-78.50,57.71,10.10,120.00,5.40,31.90
28.05,-71.38,64.63,9.86,120.00,5.10,33.40
28.18,-74.38,62.76,9.44,120.00,5.60,32.90
28.24,-72.45,64.81,9.30,120.00,5.50,34.60
28.30,-68.74,67.49,9.08,120.00,5.40,33.90
28.37,-68.52,67.30,8.72,120.00,5.80,33.40
28.49,-73.39,64.04,8.52,120.00,5.40,33.20
28.56,-72.81,64.22,8.14,120.00,5.80,33.00
28.62,-73.67,63.23,7.23,120.00,5.90,32.90
28.69,-73.37,64.04,6.60,120.00,5.70,33.60
28.81,-73.83,63.57,6.30,120.00,6.10,34.20
28.88,-69.57,66.63,5.31,120.00,5.50,34.20
28.94,-71.49,65.85,5.05,120.00,5.70,33.70
29.00,-72.61,64.57,4.66,120.00,5.70,33.50
29.13,-71.98,64.78,4.65,120.00,6.10,33.90
29.20,-70.76,65.66,4.00,120.00,5.70,34.00
29.26,-70.26,66.55,3.64,120.00,6.00,33.50
29.32,-70.79,66.58,3.65,120.00,5.60,33.80
29.45,-74.04,62.94,3.30,120.00,5.90,33.10
29.51,-67.19,67.79,2.08,102.00,5.50,34.30
29.58,-66.80,68.91,4.94,120.00,5.60,33.70
29.64,-73.52,65.77,3.88,120.00,6.30,34.40
29.77,-71.96,65.11,4.02,120.00,5.90,33.50
29.83,-70.47,62.79,4.59,120.00,5.90,32.50
29.90,-72.96,65.18,4.10,120.00,5.50,31.90
29.96,-73.60,63.44,4.45,120.00,6.10,32.40
30.09,-73.88,62.99,4.17,37.30,5.70,32.10
30.15,-73.63,63.15,4.17,120.00,5.60,32.20
30.22,-73.85,62.70,4.25,120.00,6.00,32.40
30.28,-73.83,63.28,4.30,120.00,5.60,32.50
30.41,-73.28,65.14,4.93,67.20,5.70,32.30
30.47,-73.35,64.86,4.88,120.00,5.50,31.60
30.54,-77.91,56.65,6.85,120.00,5.50,31.40
