# time (s), self.diffsum, self.std, self.dasdv, self.wa, self.var
17.39,0.16,0.66,0.51,0.00,0.00
17.45,0.14,0.52,0.49,0.00,0.00
17.51,0.04,0.34,0.46,0.00,0.00
17.64,0.14,0.61,0.55,0.00,0.00
17.71,0.22,0.85,0.62,0.00,0.01
17.77,0.25,0.90,0.65,0.00,0.01
17.83,0.13,0.59,0.55,0.00,0.00
17.96,0.01,0.37,0.49,0.00,0.00
18.02,0.10,0.48,0.45,0.00,0.00
18.09,0.08,0.47,0.51,0.00,0.00
18.15,0.22,1.10,1.34,0.00,0.01
18.28,0.48,1.99,1.68,0.00,0.04
18.34,0.55,2.27,1.67,0.00,0.05
18.41,0.35,1.76,1.76,0.00,0.03
18.47,0.06,1.13,1.47,0.00,0.01
18.60,0.67,2.54,2.26,1.00,0.06
18.66,0.47,2.45,2.51,1.00,0.06
18.72,0.06,2.03,2.79,1.00,0.04
18.79,0.25,2.26,2.78,1.00,0.05
18.91,0.63,2.52,1.94,0.00,0.06
18.98,0.33,1.55,1.63,0.00,0.02
19.04,0.15,0.61,0.99,0.00,0.00
19.11,0.04,0.46,0.65,0.00,0.00
19.23,0.14,0.73,0.76,0.00,0.01
19.30,0.35,1.19,0.94,0.00,0.01
19.36,0.56,2.01,1.70,0.00,0.04
19.42,0.67,2.57,1.87,0.00,0.07
19.55,0.75,2.79,1.98,0.00,0.08
19.62,1.12,3.72,3.14,1.00,0.14
19.68,0.99,3.82,2.88,1.00,0.15
19.74,0.97,3.80,2.87,1.00,0.14
19.87,1.15,3.79,3.22,2.00,0.14
19.94,1.18,4.18,3.33,2.00,0.17
20.00,0.62,3.58,3.80,3.00,0.13
20.06,0.06,3.13,4.26,4.00,0.10
20.19,0.41,3.31,3.98,3.00,0.11
20.25,0.81,3.49,3.02,2.00,0.12
20.32,0.04,2.21,2.95,2.00,0.05
20.44,0.67,2.95,2.55,1.00,0.09
20.51,1.05,3.93,2.75,1.00,0.15
20.57,1.13,3.99,2.89,1.00,0.16
20.64,0.73,2.87,2.21,0.00,0.08
20.76,0.49,1.87,1.69,0.00,0.04
20.83,0.30,1.03,1.18,0.00,0.01
20.89,0.23,0.92,0.86,0.00,0.01
20.96,0.32,1.23,0.91,0.00,0.02
21.08,0.43,1.53,1.17,0.00,0.02
21.15,0.60,2.04,1.60,0.00,0.04
21.21,0.65,2.41,1.73,0.00,0.06
21.27,0.41,2.05,1.90,0.00,0.04
21.40,0.02,1.68,2.22,0.00,0.03
21.47,0.20,1.63,1.93,0.00,0.03
21.53,0.27,1.61,1.77,0.00,0.03
21.59,0.01,1.17,1.64,0.00,0.01
21.72,0.38,1.42,1.00,0.00,0.02
21.78,0.48,1.65,1.22,0.00,0.03
21.85,0.46,1.66,1.17,0.00,0.03
21.91,0.51,1.82,1.30,0.00,0.03
22.04,0.49,1.78,1.27,0.00,0.03
22.10,0.34,1.35,1.03,0.00,0.02
22.16,0.01,1.01,1.39,0.00,0.01
22.23,0.44,1.92,1.85,0.00,0.04
22.35,0.52,2.31,1.82,0.00,0.05
22.42,0.42,1.99,1.88,0.00,0.04
22.48,0.09,1.16,1.63,0.00,0.01
22.54,0.28,1.12,0.84,0.00,0.01
22.67,0.47,1.61,1.24,0.00,0.03
22.74,0.41,1.54,1.15,0.00,0.02
22.80,0.13,1.10,1.30,0.00,0.01
22.93,0.21,1.52,1.80,0.00,0.02
22.99,0.70,2.74,2.17,1.00,0.08
23.05,0.76,3.02,2.17,1.00,0.09
23.12,0.28,2.20,2.57,2.00,0.05
23.24,0.33,2.42,2.81,3.00,0.06
23.31,0.97,3.83,2.90,3.00,0.15
23.37,1.29,4.63,3.24,3.00,0.21
23.44,1.16,4.19,2.96,2.00,0.18
23.56,0.99,3.52,2.57,1.00,0.12
23.63,0.96,3.23,2.46,1.00,0.10
23.69,0.56,2.41,2.05,1.00,0.06
23.76,0.13,1.72,2.18,1.00,0.03
23.88,0.21,1.80,2.16,1.00,0.03
23.95,0.53,2.13,1.55,0.00,0.05
24.01,0.30,1.52,1.59,0.00,0.02
24.14,0.10,1.05,1.31,0.00,0.01
24.20,0.37,1.51,1.14,0.00,0.02
24.27,0.62,2.15,1.64,0.00,0.05
24.33,0.38,1.73,1.61,0.00,0.03
24.46,0.01,1.36,1.86,0.00,0.02
24.52,0.43,2.30,2.38,1.00,0.05
24.58,0.55,2.52,2.15,1.00,0.06
24.65,0.31,1.88,2.17,1.00,0.04
24.78,0.08,1.41,1.95,1.00,0.02
24.84,0.52,1.86,1.30,0.00,0.03
24.90,0.51,1.82,1.28,0.00,0.03
24.97,0.46,1.65,1.18,0.00,0.03
25.09,0.63,2.12,1.81,1.00,0.04
25.16,0.66,2.49,1.88,1.00,0.06
25.22,0.22,2.01,2.43,2.00,0.04
25.29,0.29,2.61,3.22,3.00,0.07
25.41,1.03,4.31,3.53,3.00,0.19
25.48,1.13,4.58,3.45,3.00,0.21
25.54,0.64,3.10,3.14,2.00,0.10
25.60,0.03,1.73,2.47,1.00,0.03
25.73,0.54,2.04,1.44,0.00,0.04
25.79,0.65,2.29,1.62,0.00,0.05
25.86,0.65,2.28,1.64,0.00,0.05
25.98,0.50,1.92,1.38,0.00,0.04
26.05,0.32,1.35,1.19,0.00,0.02
26.11,0.23,0.79,0.95,0.00,0.01
26.24,0.14,0.53,0.58,0.00,0.00
26.30,0.23,0.96,0.84,0.00,0.01
26.36,0.40,1.42,1.03,0.00,0.02
26.43,0.40,1.51,1.04,0.00,0.02
26.55,0.34,1.30,0.97,0.00,0.02
26.62,0.13,0.77,0.85,0.00,0.01
26.68,0.08,0.60,0.70,0.00,0.00
26.74,0.16,0.73,0.58,0.00,0.01
26.87,0.14,0.63,0.60,0.00,0.00
26.93,0.05,0.31,0.43,0.00,0.00
27.00,0.07,0.27,0.26,0.00,0.00
27.06,0.13,0.46,0.38,0.00,0.00
27.19,0.20,0.73,0.59,0.00,0.01
27.25,0.28,1.02,0.73,0.00,0.01
27.32,0.31,1.14,0.79,0.00,0.01
27.38,0.32,1.14,0.81,0.00,0.01
27.51,0.21,0.84,0.66,0.00,0.01
27.57,0.04,0.69,0.96,0.00,0.00
27.64,0.21,1.05,1.01,0.00,0.01
27.76,0.30,1.25,0.96,0.00,0.02
27.83,0.26,1.04,0.96,0.00,0.01
27.89,0.09,0.40,0.50,0.00,0.00
28.02,0.03,0.13,0.23,0.00,0.00
28.08,0.04,0.18,0.32,0.00,0.00
28.14,0.10,0.44,0.51,0.00,0.00
28.21,0.24,0.98,0.87,0.00,0.01
28.33,0.41,1.49,1.09,0.00,0.02
28.40,0.42,1.60,1.11,0.00,0.03
28.46,0.11,1.21,1.54,0.00,0.01
28.52,0.32,1.80,2.00,0.00,0.03
28.65,0.61,2.61,2.04,0.00,0.07
28.71,0.68,2.67,2.01,0.00,0.07
28.77,0.45,1.76,1.66,0.00,0.03
28.84,0.11,0.61,0.81,0.00,0.00
28.97,0.15,0.61,0.59,0.00,0.00
29.03,0.26,1.00,0.76,0.00,0.01
29.09,0.44,1.55,1.19,0.00,0.02
29.16,0.28,1.33,1.27,0.00,0.02
29.28,0.03,1.13,1.54,0.00,0.01
29.35,0.33,1.76,1.77,0.00,0.03
29.41,0.68,2.50,1.74,0.00,0.06
29.47,0.59,2.26,1.66,0.00,0.05
29.60,0.32,1.44,1.37,0.00,0.02
29.67,0.02,0.77,1.04,0.00,0.01
29.73,0.27,1.07,0.86,0.00,0.01
29.79,0.37,1.35,0.94,0.00,0.02
29.92,0.39,1.40,1.00,0.00,0.02
29.98,0.37,1.30,0.95,0.00,0.02
30.05,0.34,1.20,0.86,0.00,0.01
30.11,0.32,1.15,0.83,0.00,0.01
30.24,0.05,0.80,1.08,0.00,0.01
30.30,0.34,1.71,1.91,1.00,0.03
30.36,0.72,2.95,2.34,1.00,0.09
30.43,0.80,3.20,2.33,1.00,0.10
30.55,0.57,2.39,2.18,1.00,0.06
