1.00,0.00,-43.50,-32.40,-0.60,11.80,120.00,4.30,0.00
1.00,0.00,-43.40,-33.50,-1.90,8.70,24.90,4.80,0.00
1.00,0.00,-43.40,-33.50,-1.90,11.80,20.70,4.40,0.00
1.00,0.00,-43.10,-30.90,0.60,10.90,23.10,4.40,0.00
1.00,0.00,-41.40,-29.60,6.00,13.20,21.70,4.70,0.00
1.00,0.00,-41.60,-27.10,6.10,12.30,21.80,5.10,0.00
1.00,0.00,-42.60,-28.10,10.00,9.00,21.70,5.00,0.00
1.00,0.00,-45.70,-24.80,13.00,12.60,20.00,6.20,0.00
1.00,0.00,-45.70,-24.80,13.00,12.70,19.40,5.20,0.00
1.00,0.00,-45.90,-26.90,4.50,11.00,24.10,5.20,0.00
1.00,0.00,-46.20,-31.10,1.90,14.90,22.50,4.80,0.00
1.00,0.00,-45.00,-30.60,1.80,15.10,23.40,4.60,0.00
1.00,0.00,-40.40,-31.10,1.90,14.60,120.00,4.60,0.00
1.00,0.00,-37.20,-30.20,-0.30,13.70,120.00,4.50,0.00
1.00,0.00,-38.90,-30.30,2.20,11.80,120.00,4.60,0.00
1.00,0.00,-38.90,-30.30,2.20,9.50,30.90,4.50,0.00
1.00,0.00,-42.60,-28.90,4.80,13.80,21.90,5.50,0.00
1.00,0.00,-44.60,-26.80,7.90,12.40,22.30,5.10,0.00
1.00,0.00,-42.80,-27.50,6.40,7.20,26.90,5.60,0.00
1.00,0.00,-41.60,-28.70,7.90,7.10,38.80,5.50,0.00
1.00,0.00,-40.20,-28.30,5.80,7.50,120.00,5.10,0.00
1.00,0.00,-40.20,-28.30,5.80,9.00,120.00,4.60,0.00
1.00,0.00,-37.80,-29.30,0.10,10.30,120.00,4.40,0.00
1.00,0.00,-37.80,-29.30,0.10,10.20,120.00,4.70,0.00
1.00,0.00,-42.60,-28.10,4.80,7.90,42.50,5.40,0.00
1.00,0.00,-42.60,-28.10,4.80,10.10,55.90,5.10,0.00
1.00,0.00,-42.20,-29.60,3.40,7.50,69.60,4.90,0.00
1.00,0.00,-42.00,-30.20,3.10,7.70,120.00,5.10,0.00
1.00,0.00,-42.00,-30.20,3.10,13.00,120.00,5.10,0.00
1.00,0.00,-42.20,-30.80,-1.50,16.90,120.00,4.60,0.00
1.00,0.00,-40.50,-31.70,2.50,17.30,120.00,4.90,0.00
1.00,0.00,-38.00,-30.90,-0.30,15.90,21.20,4.80,0.00
1.00,0.00,-34.80,-30.30,2.20,14.30,24.50,4.80,0.00
1.00,0.00,-36.50,-26.30,5.80,13.70,24.40,5.60,0.00
1.00,0.00,-37.50,-28.30,8.40,10.20,28.50,5.90,0.00
1.00,0.00,-38.00,-27.50,10.50,10.80,50.60,6.50,0.00
1.00,0.00,-45.70,-24.80,13.00,9.40,49.90,6.30,0.00
1.00,0.00,-41.60,-26.80,10.20,10.10,38.60,6.40,0.00
1.00,0.00,-41.60,-26.80,10.20,8.60,26.80,5.80,0.00
1.00,0.00,-37.10,-27.40,11.10,7.90,24.00,5.50,0.00
1.00,0.00,-37.10,-27.40,11.10,3.40,23.60,5.50,0.00
1.00,0.00,-34.40,-25.70,11.40,3.00,25.10,6.30,0.00
1.00,0.00,-35.60,-22.00,12.10,4.00,26.10,6.50,0.00
1.00,0.00,-39.50,-19.90,16.30,4.30,29.70,6.90,0.00
1.00,0.00,-40.50,-19.10,13.80,5.40,33.30,5.90,0.00
1.00,0.00,-40.50,-19.10,13.80,5.50,33.30,6.00,0.00
